user.id,age,Upper_character,Lower_character,Alphabets,Numeric,Punctuation,Printable,Vowel,Consonent,All_Characters,Stop words,Upper_ratio,Lower_ratio,Number_ratio,Vowel_ratio,Consonent_ratio,Punctuation_ratio
95,,1192,23589,24781,748,1953,34819,9273,25546,34819,1964,0.03423418248657342,0.6774749418420977,0.021482523909359834,0.2663201125822109,0.7336798874177891,0.05609006576868951
96,,324,4704,5028,46,452,7029,1913,5116,7029,382,0.046094750320102434,0.6692274861288946,0.006544316403471333,0.2721582017356665,0.7278417982643335,0.06430502205150092
97,37.0,6308,123104,129412,905,4630,172201,49712,122489,172201,13236,0.03663161073396786,0.7148855116985383,0.005255486321217646,0.2886858961330074,0.7113141038669927,0.026887184162693596
98,24.0,800,21351,22151,45,1673,30358,8431,21927,30358,1768,0.026352197114434418,0.7033072007378616,0.0014823110876869359,0.2777192173397457,0.7222807826602543,0.055109032215560974
99,13.0,166,2205,2371,39,472,3706,895,2811,3706,143,0.04479222881813276,0.5949811117107393,0.010523475445223961,0.24150026983270373,0.7584997301672963,0.1273610361575823
100,26.0,1764,39467,41231,163,1839,54129,15677,38452,54129,4219,0.03258881560716067,0.729128563247058,0.003011324798167341,0.2896229377967448,0.7103770622032551,0.03397439450202294
101,,1133,63823,64956,322,5310,88839,24636,64203,88839,6358,0.0127534078501559,0.7184119587118271,0.0036245342698589585,0.2773106405970351,0.7226893594029649,0.05977104649984804
102,23.0,172,4193,4365,4,257,5783,1681,4102,5783,392,0.029742348262147673,0.7250561992045651,0.0006916825177243646,0.2906795780736642,0.7093204219263358,0.04444060176379042
103,34.0,117,4674,4791,2,132,6140,1837,4303,6140,553,0.019055374592833876,0.7612377850162867,0.0003257328990228013,0.299185667752443,0.700814332247557,0.021498371335504887
104,25.0,76,1903,1979,8,125,2752,752,2000,2752,223,0.027616279069767442,0.6914970930232558,0.0029069767441860465,0.27325581395348836,0.7267441860465116,0.045421511627906974
105,,220,4480,4700,19,590,6630,1736,4894,6630,405,0.033182503770739065,0.6757164404223228,0.002865761689291101,0.2618401206636501,0.73815987933635,0.0889894419306184
106,25.0,630,3473,4103,95,513,6130,1500,4630,6130,207,0.10277324632952692,0.566557911908646,0.015497553017944535,0.24469820554649266,0.7553017944535073,0.08368678629690049
107,40.0,89,2578,2667,3,97,3589,1018,2571,3589,309,0.024797993870158817,0.7183059348007802,0.0008358874338255781,0.2836444692114795,0.7163555307885204,0.02702702702702703
108,,439,8374,8813,46,535,12214,3379,8835,12214,965,0.03594236122482397,0.6856066808580318,0.0037661699688881613,0.2766497461928934,0.7233502538071066,0.043802194203373175
109,23.0,2159,47465,49624,138,2469,67040,18991,48049,67040,5230,0.0322046539379475,0.7080101431980907,0.002058472553699284,0.28327863961813843,0.7167213603818616,0.03682875894988067
110,23.0,4,2676,2680,21,111,3493,1012,2481,3493,275,0.001145147437732608,0.7661036358431148,0.006012024048096192,0.28972230174634983,0.7102776982536502,0.03177784139707988
111,39.0,298,11741,12039,22,616,15411,4516,10895,15411,1090,0.01933683732398936,0.7618584128220103,0.0014275517487508922,0.2930374407890468,0.7069625592109532,0.03997144896502498
112,16.0,275,4934,5209,8,1147,8007,1979,6028,8007,537,0.03434494817035094,0.6162108155364057,0.0009991257649556637,0.24715873610590733,0.7528412638940927,0.1432496565505183
113,16.0,214,21026,21240,150,1804,29207,8080,21127,29207,2456,0.007327010648132297,0.7198959153627555,0.005135755127195535,0.2766460095182662,0.7233539904817339,0.06176601499640497
114,17.0,868,30710,31578,57,1241,40049,11764,28285,40049,1940,0.021673450023720942,0.7668106569452421,0.0014232565107743015,0.29374016829384003,0.7062598317061599,0.030987040874928214
115,,561,7218,7779,41,346,10426,2950,7476,10426,659,0.05380778822175331,0.6923076923076923,0.003932476501055055,0.28294647995396127,0.7170535200460387,0.03318626510646461
116,16.0,84,1874,1958,2,116,2724,733,1991,2724,205,0.030837004405286344,0.6879588839941263,0.0007342143906020558,0.26908957415565343,0.7309104258443465,0.042584434654919234
117,16.0,7173,75838,83011,1280,6567,114802,31053,83860,114913,7216,0.062421135989835785,0.6599601437609321,0.011138861573538243,0.2702305222211586,0.7297694777788414,0.057147581213613775
118,26.0,532,14220,14752,25,496,19713,5608,14105,19713,1720,0.02698726728554761,0.7213513924821184,0.0012681986506366358,0.28448232131081014,0.7155176786891899,0.025161061228630852
119,,900,20462,21362,66,1451,29191,8082,21109,29191,2193,0.030831420643348977,0.700969476893563,0.002260970847178925,0.2768661573772738,0.7231338426227262,0.049707101503888185
120,,8,3632,3640,0,213,4947,1412,3535,4947,487,0.0016171417020416413,0.7341823327269051,0.0,0.2854255104103497,0.7145744895896503,0.0430563978168587
121,17.0,3112,88074,91186,164,4966,121079,34760,86319,121079,9313,0.025702227471320376,0.7274093773486732,0.0013544875659693258,0.28708529142130346,0.7129147085786965,0.041014544223193124
122,17.0,3077,66161,69238,171,4591,94179,26277,67902,94179,6808,0.03267182705273999,0.7025026810647809,0.001815691396171121,0.27901124454496223,0.7209887554550377,0.048747597659775536
123,,862,22038,22900,132,1011,30003,8622,21381,30003,2437,0.028730460287304603,0.7345265473452655,0.004399560043995601,0.2873712628737126,0.7126287371262874,0.0336966303369663
124,,121,2191,2312,1,128,3156,899,2257,3156,195,0.03833967046894803,0.694233206590621,0.0003168567807351077,0.28485424588086183,0.7151457541191382,0.04055766793409379
125,47.0,6126,171711,177837,588,8187,234751,67643,167108,234751,18870,0.026095735481425,0.7314601428747908,0.0025047816622719393,0.28814786731472924,0.7118521326852708,0.03487525079765368
126,,332,4827,5159,71,275,6705,1911,4794,6705,379,0.04951528709917972,0.719910514541387,0.010589112602535422,0.28501118568232664,0.7149888143176734,0.041014168530947054
127,25.0,1187,27566,28754,133,1233,36983,10839,26148,36987,2172,0.03209235677400168,0.7452888852840187,0.003595858004163625,0.2930489090761619,0.7069510909238381,0.03333603698596804
128,23.0,3875,75162,79037,434,5431,108500,30503,77997,108500,7506,0.03571428571428571,0.6927373271889401,0.004,0.2811336405529954,0.7188663594470046,0.050055299539170504
129,26.0,5356,120623,125979,664,5179,167799,47929,119870,167799,12292,0.03191914135364335,0.7188541052092087,0.003957115358256009,0.28563340663531966,0.7143665933646803,0.030864307892180524
130,15.0,2151,64988,67139,165,3138,87766,25724,62042,87766,7093,0.024508351753526423,0.740468974318073,0.0018799990884852905,0.29309755486179156,0.7069024451382084,0.035754164482829344
131,13.0,70,4312,4382,4,514,5920,1614,4306,5920,376,0.011824324324324325,0.7283783783783784,0.0006756756756756757,0.27263513513513515,0.7273648648648648,0.08682432432432433
132,25.0,2899,75531,78430,293,2870,102896,29704,73201,102905,7204,0.02817161459598659,0.7339876585199941,0.002847286332053836,0.28865458432534863,0.7113454156746514,0.027889801273018804
133,36.0,317,8852,9169,352,452,12500,3623,8877,12500,808,0.02536,0.70816,0.02816,0.28984,0.71016,0.03616
134,,260,10719,10979,27,11715,25934,4277,21657,25934,1174,0.010025449217243772,0.4133184236909077,0.0010411043417906994,0.16491863962366007,0.83508136037634,0.4517236060769646
135,23.0,1201,34297,35498,110,1589,47889,13582,34307,47889,3920,0.025078828123368622,0.7161769926287874,0.002296978429284387,0.28361419115036857,0.7163858088496314,0.03318089749211719
136,15.0,5085,56114,61199,256,4522,85478,23413,62065,85478,6256,0.05948899131940382,0.6564730105992185,0.002994922670160743,0.2739067362362245,0.7260932637637755,0.05290250122838625
137,,178,4605,4783,10,232,6294,1857,4437,6294,469,0.028280902446774708,0.7316491897044805,0.0015888147442008262,0.2950428979980934,0.7049571020019065,0.03686050206545917
138,34.0,89,1925,2014,6,137,2761,786,1975,2761,205,0.03223469757334299,0.6972111553784861,0.0021731256791017745,0.2846794639623325,0.7153205360376675,0.04961970300615719
139,40.0,87,2132,2219,24,99,2992,848,2144,2992,243,0.029077540106951873,0.7125668449197861,0.008021390374331552,0.28342245989304815,0.7165775401069518,0.03308823529411765
140,,5308,105780,111088,618,4397,149772,42065,107707,149772,11767,0.035440536281815024,0.706273535774377,0.0041262719333386745,0.28086024089950057,0.7191397591004994,0.029357957428624844
141,40.0,1069,24972,26041,117,1502,35155,9904,25251,35155,2445,0.030408192291281468,0.7103399231972692,0.0033281183330962877,0.28172379462380887,0.7182762053761912,0.04272507466932158
142,,184,3005,3189,10,140,4572,1213,3359,4572,254,0.04024496937882765,0.6572615923009624,0.0021872265966754157,0.2653105861767279,0.7346894138232721,0.03062117235345582
143,14.0,465,6566,7031,18,669,9759,2622,7137,9759,557,0.04764832462342453,0.6728148375858182,0.0018444512757454657,0.26867506916692285,0.7313249308330771,0.06855210574853982
144,,402,9497,9899,60,605,13323,3761,9562,13323,1058,0.030173384372888988,0.7128274412669819,0.004503490204908804,0.2822937776777002,0.7177062223222997,0.04541019289949711
145,,167,2460,2627,22,206,3913,941,2972,3913,208,0.042678251980577564,0.6286736519294659,0.005622284692052134,0.24048044978277536,0.7595195502172246,0.052645029389215434
146,,590,4997,5587,27,435,7604,2154,5450,7604,435,0.0775907417148869,0.657154129405576,0.0035507627564439767,0.2832719621251973,0.7167280378748028,0.05720673329826407
147,,96,2823,2919,2,131,3857,1134,2723,3857,272,0.02488981073373088,0.7319159968887736,0.0005185377236193933,0.294010889292196,0.705989110707804,0.03396422089707026
148,14.0,284,3310,3594,5,214,5141,1361,3780,5141,326,0.055242170783894186,0.6438436101925695,0.0009725734292939117,0.26473448745380274,0.7352655125461972,0.04162614277377942
149,23.0,1280,27054,28608,112,2078,38917,10682,28235,38917,2713,0.03289051057378523,0.6951717758306138,0.0028779196752062083,0.27448158902279207,0.7255184109772079,0.05339568825962947
150,25.0,734,16488,17222,89,860,23166,6504,16662,23166,1502,0.03168436501769835,0.7117327117327117,0.0038418371751705086,0.28075628075628073,0.7192437192437192,0.03712337045670379
151,23.0,10,3935,3945,0,196,5230,1525,3705,5230,414,0.0019120458891013384,0.7523900573613767,0.0,0.29158699808795413,0.7084130019120459,0.03747609942638623
152,16.0,4519,89579,94098,125,5171,126100,35450,90650,126100,9194,0.03583663758921491,0.7103806502775575,0.0009912767644726407,0.2811260904044409,0.7188739095955591,0.041007137192704206
153,23.0,8023,195350,203373,1505,9908,267950,77202,190748,267950,19683,0.0299421533868259,0.7290539279716365,0.0056167195372270945,0.2881209180817317,0.7118790819182683,0.036977047956708343
154,,319,9423,9742,25,394,12515,3772,8743,12515,944,0.025489412704754296,0.7529364762285258,0.001997602876548142,0.3013983220135837,0.6986016779864163,0.03148222133439872
155,,79,1561,1640,8,98,2353,623,1730,2353,171,0.03357416064598385,0.6634084147896303,0.003399915002124947,0.26476838079048026,0.7352316192095197,0.0416489587760306
156,14.0,289,2983,3272,144,389,4659,1110,3549,4659,140,0.06203047864348573,0.640266151534664,0.030907920154539602,0.23824855119124275,0.7617514488087572,0.08349431208413823
157,,133,3974,4107,23,251,5833,1572,4261,5833,460,0.02280130293159609,0.6812960740613749,0.003943082461854963,0.2695011143493914,0.7304988856506086,0.04303103034459112
158,16.0,226,4177,4403,17,209,5727,1661,4066,5727,385,0.0394621966125371,0.7293521913741924,0.002968395320412083,0.2900296839532041,0.7099703160467958,0.036493801292125025
159,16.0,2147,16972,19119,80,1806,26117,7122,18995,26117,1605,0.08220699161465712,0.6498449285905732,0.0030631389516406937,0.27269594516981277,0.7273040548301872,0.06915036183328867
160,35.0,53,2008,2061,3,57,2702,795,1907,2702,227,0.019615099925980754,0.7431532198371577,0.0011102886750555144,0.2942264988897113,0.7057735011102887,0.021095484826054774
