user.id,max_text,text_len,age,Upper_character,Lower_character,Alphabets,Numeric,Punctuation,Printable,Vowel,Consonent,All_Characters,Stop words,Upper_ratio,Lower_ratio,Number_ratio,Vowel_ratio,Consonent_ratio,Punctuation_ratio,gender_female,gender_male,sign_Aquarius,sign_Aries,sign_Cancer,sign_Capricorn,sign_Gemini,sign_Leo,sign_Libra,sign_Pisces,sign_Sagittarius,sign_Scorpio,sign_Taurus,sign_Virgo,topic_Accounting,topic_Advertising,topic_Agriculture,topic_Architecture,topic_Arts,topic_Automotive,topic_Banking,topic_Biotech,topic_BusinessServices,topic_Chemicals,topic_Communications-Media,topic_Construction,topic_Consulting,topic_Education,topic_Engineering,topic_Environment,topic_Fashion,topic_Government,topic_HumanResources,topic_Internet,topic_InvestmentBanking,topic_Law,topic_LawEnforcement-Security,topic_Manufacturing,topic_Maritime,topic_Marketing,topic_Military,topic_Museums-Libraries,topic_Non-Profit,topic_Publishing,topic_RealEstate,topic_Religion,topic_Science,topic_Sports-Recreation,topic_Student,topic_Technology,topic_Telecommunications,topic_Tourism,topic_Transportation,topic_indUnk
17,1243,4075,23.0,182,2746,2928,5,112,4080,1120,2960,4080,223,0.0446078431372549,0.6730392156862746,0.0012254901960784314,0.27450980392156865,0.7254901960784313,0.027450980392156862,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,6541,43089,16.0,1550,30687,32237,50,859,43123,12024,31099,43123,2763,0.03594369593952183,0.7116156111587784,0.0011594740625652203,0.2788303225656842,0.7211696774343158,0.019919764394870487,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2021,7183,17.0,1531,3068,4599,33,320,7210,1750,5460,7210,181,0.21234396671289876,0.42552011095700415,0.004576976421636616,0.24271844660194175,0.7572815533980582,0.044382801664355064,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,1942,3383,24.0,123,2243,2366,8,276,3388,891,2497,3388,172,0.03630460448642267,0.6620425029515938,0.0023612750885478157,0.262987012987013,0.737012987012987,0.08146399055489964,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10138,668033,27.0,19410,489393,508803,1484,23283,668244,193281,474963,668244,50806,0.029046276509777865,0.7323567439438289,0.0022207457156368034,0.2892371648679225,0.7107628351320775,0.03484206367733941,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3615,13574,23.0,275,9995,10270,3,835,13580,3574,10006,13580,836,0.02025036818851252,0.7360088365243005,0.00022091310751104566,0.26318114874815907,0.736818851251841,0.06148748159057437,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,13183,16654,34.0,365,12766,13131,6,429,16656,5195,11461,16656,1204,0.02191402497598463,0.7664505283381364,0.00036023054755043225,0.3118996157540826,0.6881003842459174,0.02575648414985591,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,1003,2345,43.0,60,1628,1688,1,62,2349,643,1706,2349,170,0.02554278416347382,0.6930608769689229,0.0004257130693912303,0.2737335036185611,0.7262664963814389,0.02639421030225628,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2489,5123,26.0,48,3860,3908,13,271,5127,1351,3776,5127,309,0.009362200117027502,0.7528769260776282,0.0025355958650282815,0.26350692412716986,0.7364930758728301,0.0528574214940511,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,4627,43296,24.0,484,32111,32595,150,1592,43325,12341,30984,43325,3798,0.01117137911136757,0.7411656087709175,0.003462204270051933,0.28484708597807273,0.7151529140219273,0.03674552798615118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2539,24160,17.0,821,16725,17546,112,1110,24185,6759,17426,24185,1942,0.03394666115360761,0.691544345668803,0.004630969609261939,0.27947074633037006,0.7205292536696299,0.045896216663221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,960,4617,24.0,165,3128,3293,34,140,4625,1224,3401,4625,323,0.03567567567567568,0.6763243243243243,0.0073513513513513516,0.2646486486486486,0.7353513513513513,0.03027027027027027,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,6836,175774,25.0,5418,125590,131008,522,6661,175876,50282,125595,175877,14000,0.030805619836590345,0.7140785890139131,0.0029679833065153487,0.2858929820272122,0.7141070179727877,0.03787305901283283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2157,18577,23.0,479,13508,13987,91,672,18593,5224,13369,18593,1268,0.02576238369278761,0.7265099768730168,0.0048943150648093365,0.28096595492927445,0.7190340450707255,0.03614263432474587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2434,4490,13.0,29,3325,3354,2,165,4495,1274,3221,4495,395,0.0064516129032258064,0.7397107897664071,0.0004449388209121246,0.28342602892102337,0.7165739710789767,0.03670745272525028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,1194,2264,17.0,51,1646,1697,0,75,2267,644,1623,2267,148,0.022496691662990738,0.7260696956329952,0.0,0.28407587119541244,0.7159241288045876,0.033083370092633436,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,5605,24564,17.0,1041,17840,18881,170,772,24570,7174,17396,24570,1721,0.04236874236874237,0.7260887260887261,0.006919006919006919,0.29198209198209196,0.708017908017908,0.03142043142043142,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,7370,52221,38.0,1499,36579,38078,436,2043,52267,14152,38115,52267,4014,0.028679664032754893,0.699848853004764,0.008341783534543784,0.27076357931390743,0.7292364206860925,0.03908776091989209,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,2453,8794,13.0,180,6259,6439,33,553,8798,2233,6565,8798,761,0.020459195271652648,0.711411684473744,0.0037508524664696522,0.25380768356444644,0.7461923164355535,0.06285519436235508,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1553,4728,15.0,234,3267,3501,29,197,4732,1300,3432,4732,312,0.04945054945054945,0.6904057480980558,0.0061284868977176665,0.27472527472527475,0.7252747252747253,0.041631445477599324,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2441,9809,27.0,327,7112,7439,61,293,9816,2735,7082,9817,689,0.03330956504023633,0.7244575735968218,0.006213710909646532,0.278598349801365,0.721401650198635,0.02984618518895793,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1076,2776,13.0,94,1897,1991,3,148,2781,775,2006,2781,240,0.03380079108234448,0.68212873067242,0.0010787486515641855,0.2786767349874146,0.7213232650125854,0.05321826681049982,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1902,2447,24.0,41,1804,1845,1,74,2449,692,1757,2449,215,0.016741527153940384,0.7366271947733769,0.0004083299305839118,0.28256431196406695,0.717435688035933,0.030216414863209473,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,1246,4976,14.0,8,3324,3332,12,476,4979,1284,3695,4979,332,0.0016067483430407712,0.6676039365334404,0.002410122514561157,0.2578831090580438,0.7421168909419562,0.09560152641092588,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,9136,136328,41.0,3807,100452,104259,301,4579,136437,39816,96621,136437,9777,0.027902988192352516,0.7362518964796939,0.002206146426555846,0.29182699707557336,0.7081730029244266,0.033561277366110365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,876,2955,13.0,108,1907,2015,45,224,2960,734,2226,2960,201,0.03648648648648649,0.6442567567567568,0.015202702702702704,0.24797297297297297,0.7520270270270271,0.07567567567567568,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,3705,13317,16.0,75,9733,9808,35,1057,13326,3686,9640,13326,914,0.005628095452498875,0.730376707188954,0.0026264445444994745,0.27660213117214466,0.7233978688278553,0.07931862524388414,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3713,41760,23.0,1175,29798,30973,260,1864,41790,11827,29963,41790,2837,0.028116774347930126,0.713041397463508,0.006221584111031347,0.2830102895429529,0.7169897104570472,0.0446039722421632,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2014,14368,33.0,445,10309,10754,33,549,14380,4147,10233,14380,1156,0.030945757997218357,0.7168984700973574,0.0022948539638386646,0.28838664812239223,0.7116133518776078,0.03817802503477052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2878,2945,16.0,50,2194,2244,15,58,2946,841,2105,2946,257,0.01697216564833673,0.7447386286490156,0.0050916496945010185,0.28547182620502376,0.7145281737949762,0.019687712152070606,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,37503,54720,17.0,1591,39620,41211,264,1472,54735,15625,39110,54735,4387,0.02906732438110898,0.7238512834566548,0.004823239243628392,0.2854663378094455,0.7145336621905545,0.026893212752352243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,15451,153386,23.0,5324,108296,113620,442,6550,153483,43471,110012,153483,10807,0.034687880742492655,0.7055895441188926,0.0028797977626186613,0.2832300645674114,0.7167699354325886,0.04267573607500505,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2417,7471,17.0,303,4927,5230,13,617,7478,1964,5514,7478,478,0.04051885530890612,0.658866006953731,0.0017384327360256753,0.26263706873495585,0.7373629312650442,0.08250869216368013,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,1669,18592,16.0,674,12891,13565,77,737,18619,4992,13627,18619,1340,0.03619958107309738,0.6923572694559321,0.004135560449003706,0.26811321768086366,0.7318867823191364,0.03958322144046404,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,2631,11155,42.0,438,8105,8543,71,443,11161,3151,8010,11161,722,0.03924379535883881,0.7261894095511154,0.006361437147209032,0.2823223725472628,0.7176776274527372,0.039691783890332406,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1785,6856,34.0,200,4404,4604,377,409,6863,1757,5106,6863,414,0.029141774734081305,0.6417018796444703,0.05493224537374326,0.2560104910389043,0.7439895089610957,0.05959492933119627,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,8028,47930,17.0,1979,33676,35655,115,1563,47948,13860,34088,47948,3996,0.041273880036706435,0.7023442062234087,0.00239843163427046,0.2890631517477267,0.7109368482522733,0.032597814298823725,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2464,11222,17.0,85,7455,7540,71,1436,11233,2605,8628,11233,465,0.00756699011840114,0.6636695450903588,0.006320662334193893,0.23190599127570552,0.7680940087242945,0.12783762129440043,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,1090,4581,25.0,203,3063,3266,48,265,4589,1224,3365,4589,233,0.04423621704074962,0.6674656787971236,0.010459795162344738,0.26672477663979083,0.7332752233602092,0.05774678579211157,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2258,59289,25.0,2107,40076,42183,117,2716,59406,16332,43074,59406,4343,0.035467797865535465,0.6746119920546746,0.0019694980305019695,0.27492172507827495,0.725078274921725,0.04571928761404572,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,799,20581,26.0,724,12895,13619,162,926,20645,5133,15512,20645,1213,0.03506902397674982,0.62460644223783,0.007846936304189877,0.24863162993460886,0.7513683700653911,0.0448534754177767,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2964,12469,14.0,452,9001,9453,7,420,12483,3568,8915,12483,876,0.03620924457261876,0.7210606424737643,0.0005607626371865737,0.28582872706881357,0.7141712729311864,0.03364575823119442,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,3240,10698,15.0,497,7238,7735,16,552,10702,3071,7631,10702,741,0.04643991777237899,0.6763221827695758,0.0014950476546439918,0.28695570921323116,0.7130442907867688,0.051579144085217715,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,4081,12429,25.0,271,9063,9334,38,463,12437,3717,8720,12437,752,0.0217898206963094,0.7287127120688269,0.003055399212028624,0.29886628608185256,0.7011337139181475,0.037227627241296135,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3154,37395,24.0,856,27768,28624,126,1261,37412,11018,26394,37412,2929,0.02288035924302363,0.7422217470330376,0.003367903346519833,0.2945044370790121,0.7054955629209879,0.03370576285683738,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,5941,19384,13.0,1181,12479,13660,282,1225,19394,5366,14028,19394,1017,0.06089512220274312,0.6434464267299165,0.014540579560688873,0.2766835103640301,0.7233164896359698,0.06316386511292152,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,3294,22551,26.0,675,15779,16454,28,854,22564,6308,16256,22564,1573,0.029914908704130473,0.699299769544407,0.0012409147314305974,0.27956036163800746,0.7204396383619925,0.03784789930863322,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,6096,31477,24.0,1098,22624,23722,159,1050,31512,9004,22508,31512,2129,0.034843869002284845,0.717948717948718,0.005045696877380046,0.28573241939578575,0.7142675806042142,0.03332063975628332,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,16458,22028,27.0,673,15835,16508,253,838,22030,6242,15788,22030,1490,0.030549251021334545,0.7187925556059919,0.011484339536995007,0.28334089877439855,0.7166591012256015,0.0380390376758965,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3301,17548,35.0,591,12869,13460,6,389,17568,5224,12344,17568,1240,0.033640710382513664,0.7325250455373407,0.00034153005464480874,0.29735883424408016,0.7026411657559198,0.022142531876138433,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,1348,4117,14.0,40,2879,2919,16,502,4120,1106,3014,4120,214,0.009708737864077669,0.6987864077669903,0.003883495145631068,0.2684466019417476,0.7315533980582525,0.12184466019417475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,2084,7258,15.0,161,5476,5637,0,146,7261,2180,5081,7261,715,0.02217325437267594,0.7541660928246798,0.0,0.30023412753064316,0.6997658724693568,0.020107423219942158,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,736,2893,43.0,55,2077,2132,24,81,2899,812,2087,2899,218,0.018972059330803724,0.7164539496378062,0.008278716798896172,0.28009658502932044,0.7199034149706796,0.027940669196274578,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,11615,47114,27.0,1158,34934,36092,35,1624,47129,13666,33463,47129,3688,0.024570858706953257,0.7412421226845467,0.0007426425343206943,0.28997008211504594,0.7100299178849541,0.03445861359248022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
